TF,Fast,Slow,Band,TP,SL,ROE,Trades,WinRate
1min,6,50,10,0.03,0.02,3.5180000000000295,231,44.15584415584416
5min,9,26,50,0.03,0.03,3.509999999999977,53,64.15094339622641
15min,12,60,30,0.02,0.03,3.508999999999972,76,71.05263157894737
5min,9,20,10,0.02,0.02,3.5084999999999553,158,56.32911392405063
15min,12,20,50,0.05,0.03,3.5079999999999814,16,75.0
5min,9,26,10,0.02,0.01,3.5045000000000353,194,42.2680412371134
5min,9,60,30,0.03,0.03,3.4999999999999436,92,57.608695652173914
5min,12,20,10,0.03,0.02,3.4944999999998885,112,48.214285714285715
5min,12,50,20,0.03,0.02,3.4884999999998314,117,47.863247863247864
15min,9,26,10,0.03,0.02,3.4879999999999427,70,52.85714285714286
0.5min,3,26,10,0.05,0.03,3.4875000000000824,147,39.455782312925166
15min,6,50,50,0.03,0.01,3.4860000000000326,71,42.25352112676056
5min,9,50,20,0.02,0.02,3.484999999999942,158,56.32911392405063
15min,3,10,30,0.03,0.02,3.482999999999961,55,56.36363636363636
15min,3,20,30,0.03,0.02,3.4819999999999567,60,55.00000000000001
1min,6,20,10,0.05,0.03,3.481500000000011,110,41.81818181818181
15min,12,20,50,0.05,0.02,3.4809999999999808,18,66.66666666666666
5min,3,60,20,0.05,0.03,3.479999999999933,80,45.0
15min,9,60,50,0.02,0.03,3.47499999999998,68,72.05882352941177
0.5min,3,60,10,0.05,0.02,3.4700000000000704,200,32.0
15min,12,15,10,0.03,0.01,3.4695000000000107,52,48.07692307692308
15min,3,20,50,0.03,0.02,3.46899999999998,53,56.60377358490566
1min,12,50,20,0.03,0.03,3.4595000000000056,129,55.03875968992248
15min,9,60,20,0.03,0.01,3.458999999999989,87,39.08045977011494
15min,9,20,20,0.03,0.02,3.4589999999999463,63,53.96825396825397
15min,6,26,20,0.03,0.01,3.4485000000000237,72,41.66666666666667
15min,12,60,20,0.03,0.01,3.4344999999999857,91,38.46153846153847
0.5min,12,50,10,0.05,0.03,3.431000000000026,131,41.221374045801525
15min,6,26,30,0.03,0.01,3.4310000000000116,68,42.64705882352941
5min,9,15,10,0.03,0.01,3.426500000000033,130,35.38461538461539
5min,6,50,30,0.02,0.02,3.4264999999999617,146,56.849315068493155
15min,9,20,20,0.03,0.01,3.426000000000002,68,42.64705882352941
5min,12,60,30,0.03,0.01,3.425999999999945,151,33.77483443708609
15min,6,50,30,0.03,0.01,3.4234999999999896,83,39.75903614457831
15min,12,15,10,0.03,0.03,3.422999999999988,44,65.9090909090909
5min,6,20,30,0.05,0.01,3.4215000000000653,86,26.744186046511626
1min,6,50,20,0.05,0.03,3.4210000000000207,108,42.592592592592595
5min,9,60,10,0.02,0.01,3.418000000000106,210,41.42857142857143
1min,3,50,10,0.05,0.02,3.4180000000000916,175,32.57142857142858
15min,12,60,10,0.03,0.02,3.417999999999935,88,50.0
5min,12,20,30,0.05,0.03,3.416499999999999,32,56.25
15min,9,26,50,0.03,0.02,3.415499999999952,48,58.333333333333336
5min,6,15,10,0.03,0.03,3.410999999999973,94,57.446808510638306
15min,6,10,50,0.05,0.01,3.408000000000015,13,76.92307692307693
0.5min,3,60,20,0.05,0.03,3.407499999999942,131,41.221374045801525
15min,9,26,10,0.03,0.01,3.4059999999999917,76,40.78947368421053
5min,12,50,20,0.03,0.01,3.4039999999999537,155,33.5483870967742
5min,12,50,50,0.02,0.01,3.4029999999999347,129,45.73643410852713
15min,6,10,30,0.03,0.03,3.399000000000015,31,74.19354838709677
5min,9,20,10,0.03,0.03,3.395999999999958,92,57.608695652173914
5min,9,50,30,0.02,0.02,3.3939999999999344,147,56.4625850340136
0.5min,3,50,20,0.05,0.02,3.3934999999999467,151,33.11258278145696
15min,6,15,50,0.03,0.03,3.3845000000000027,34,70.58823529411765
5min,9,20,30,0.05,0.01,3.3825000000000354,68,29.411764705882355
5min,6,10,10,0.05,0.03,3.3774999999999835,59,47.45762711864407
1min,6,60,10,0.03,0.02,3.3765000000000356,235,43.829787234042556
5min,3,60,50,0.02,0.03,3.3749999999998717,105,66.66666666666666
15min,6,60,20,0.02,0.02,3.372499999999946,88,62.5
15min,6,50,50,0.03,0.02,3.3694999999999595,66,53.03030303030303
5min,6,10,10,0.05,0.01,3.3675000000000352,86,26.744186046511626
5min,9,60,30,0.02,0.02,3.364499999999922,151,56.29139072847682
15min,6,60,10,0.02,0.02,3.3594999999999544,92,61.95652173913043
15min,3,50,20,0.03,0.02,3.3569999999999567,78,51.28205128205128
5min,9,15,10,0.02,0.01,3.3490000000000326,157,43.94904458598726
15min,12,26,30,0.03,0.01,3.349000000000004,61,44.26229508196721
15min,6,20,10,0.03,0.01,3.346499999999992,76,40.78947368421053
5min,12,20,20,0.02,0.03,3.3429999999999467,80,70.0
5min,9,60,20,0.02,0.01,3.3425000000000296,196,41.83673469387755
5min,9,60,20,0.02,0.02,3.335999999999927,163,55.828220858895705
15min,12,60,10,0.03,0.01,3.3339999999999743,96,37.5
1min,12,26,10,0.05,0.03,3.3305000000000007,98,42.857142857142854
5min,12,50,50,0.02,0.02,3.3299999999998704,115,58.26086956521739
15min,3,50,10,0.03,0.01,3.3249999999999744,92,38.04347826086957
5min,6,20,30,0.03,0.03,3.321999999999989,71,59.154929577464785
5min,9,50,30,0.03,0.01,3.319500000000005,144,34.02777777777778
5min,6,15,20,0.02,0.03,3.3194999999998775,95,67.36842105263158
15min,12,15,10,0.02,0.03,3.3179999999999836,50,76.0
0.5min,6,60,10,0.02,0.03,3.3175000000000945,275,61.45454545454545
15min,6,26,10,0.03,0.02,3.3174999999999533,71,52.112676056338024
15min,6,15,20,0.02,0.02,3.315499999999972,65,66.15384615384615
5min,9,20,50,0.05,0.03,3.3139999999999787,22,63.63636363636363
5min,6,26,20,0.02,0.02,3.3124999999999574,147,56.4625850340136
15min,12,20,20,0.03,0.01,3.3060000000000116,58,44.827586206896555
5min,12,26,10,0.03,0.02,3.3054999999998955,121,47.107438016528924
15min,9,20,10,0.03,0.02,3.3024999999999665,69,52.17391304347826
15min,9,20,50,0.03,0.01,3.300000000000026,43,51.162790697674424
15min,12,26,50,0.02,0.03,3.2979999999999734,45,77.77777777777779
15min,6,10,30,0.02,0.03,3.29549999999999,37,83.78378378378379
5min,6,60,30,0.05,0.02,3.29399999999994,88,36.36363636363637
5min,9,50,20,0.03,0.03,3.293499999999909,93,56.98924731182796
15min,3,15,20,0.03,0.01,3.291500000000013,70,41.42857142857143
15min,3,50,50,0.03,0.02,3.2894999999999475,71,52.112676056338024
15min,9,26,30,0.03,0.01,3.2885000000000137,66,42.42424242424242
5min,3,10,10,0.05,0.01,3.287999999999954,109,24.770642201834864
15min,12,15,10,0.03,0.02,3.286999999999949,49,57.14285714285714
5min,9,50,10,0.02,0.01,3.28250000000007,203,41.37931034482759
15min,6,15,50,0.02,0.03,3.2809999999999775,40,80.0
1min,3,50,20,0.03,0.02,3.2755000000000223,205,44.390243902439025
15min,3,20,30,0.03,0.01,3.275500000000008,66,42.42424242424242
5min,9,26,20,0.03,0.01,3.273000000000039,140,34.285714285714285
15min,12,20,20,0.03,0.02,3.2704999999999416,54,55.55555555555556
5min,6,50,20,0.02,0.02,3.269999999999982,155,56.12903225806451
15min,3,10,20,0.03,0.02,3.2659999999999627,59,54.23728813559322
5min,9,26,20,0.02,0.01,3.264000000000067,171,42.69005847953216
15min,3,20,10,0.03,0.02,3.263999999999953,69,52.17391304347826
5min,9,50,10,0.02,0.02,3.2629999999999484,169,55.62130177514793
15min,9,26,30,0.03,0.02,3.257999999999925,62,53.2258064516129
15min,3,15,10,0.03,0.01,3.250500000000003,74,40.54054054054054
0.5min,6,50,10,0.03,0.03,3.2485000000000355,199,52.76381909547738
15min,3,20,20,0.03,0.01,3.244500000000002,74,40.54054054054054
15min,9,20,30,0.03,0.01,3.244000000000028,59,44.06779661016949
5min,12,26,30,0.03,0.02,3.241999999999919,76,51.31578947368421
15min,9,50,50,0.03,0.02,3.2404999999999693,62,53.2258064516129
5min,9,50,30,0.02,0.01,3.238500000000016,176,42.04545454545455
15min,6,10,50,0.05,0.03,3.236000000000004,12,83.33333333333334
15min,3,26,50,0.03,0.01,3.234000000000023,63,42.857142857142854
0.5min,3,50,10,0.05,0.02,3.2320000000000135,198,31.818181818181817
15min,6,50,20,0.03,0.01,3.231499999999983,85,38.82352941176471
15min,12,50,50,0.03,0.02,3.228999999999957,62,53.2258064516129
5min,9,20,10,0.03,0.01,3.226500000000044,156,33.33333333333333
15min,6,50,10,0.02,0.02,3.22249999999994,89,61.79775280898876
15min,9,20,10,0.03,0.01,3.219000000000008,75,40.0
15min,9,26,10,0.02,0.01,3.218999999999994,80,51.24999999999999
5min,3,50,50,0.05,0.01,3.2179999999999467,99,25.252525252525253
15min,12,20,30,0.02,0.03,3.21399999999997,47,76.59574468085107
15min,9,15,30,0.02,0.03,3.207499999999982,42,78.57142857142857
5min,6,26,10,0.02,0.02,3.2074999999999534,165,55.757575757575765
15min,6,10,50,0.05,0.02,3.2040000000000077,13,76.92307692307693
5min,9,50,20,0.02,0.01,3.202500000000029,192,41.66666666666667
15min,12,20,30,0.03,0.03,3.1994999999999862,41,65.85365853658537
15min,3,60,50,0.03,0.02,3.1994999999999294,74,51.35135135135135
15min,9,50,50,0.03,0.01,3.198500000000024,67,41.7910447761194
15min,6,50,50,0.02,0.01,3.1970000000000027,74,52.702702702702695
15min,9,26,20,0.03,0.01,3.1965,71,40.845070422535215
15min,3,26,10,0.03,0.02,3.1964999999999577,72,51.388888888888886
5min,12,15,10,0.05,0.01,3.194999999999979,53,32.075471698113205
5min,9,26,10,0.03,0.03,3.1909999999999745,93,56.98924731182796
0.5min,3,60,10,0.05,0.03,3.1890000000000502,157,40.12738853503185
15min,12,26,30,0.03,0.02,3.188999999999936,57,54.385964912280706
5min,6,50,30,0.02,0.01,3.186000000000064,175,42.285714285714285
15min,12,50,50,0.03,0.01,3.180000000000021,67,41.7910447761194
15min,3,50,50,0.03,0.01,3.1800000000000073,79,39.24050632911392
15min,9,26,50,0.03,0.01,3.1795000000000186,52,46.15384615384615
15min,6,26,10,0.03,0.01,3.1769999999999925,78,39.743589743589745
1min,6,15,10,0.05,0.03,3.173000000000058,89,42.69662921348314
5min,6,60,10,0.03,0.03,3.1689999999999117,104,55.769230769230774
5min,3,20,10,0.05,0.01,3.1684999999999657,122,23.770491803278688
15min,3,50,30,0.03,0.02,3.1644999999999612,77,50.649350649350644
15min,12,60,20,0.02,0.01,3.163999999999973,94,48.93617021276596
5min,12,20,30,0.05,0.01,3.1620000000000203,42,35.714285714285715
5min,9,26,50,0.02,0.03,3.161999999999935,67,71.64179104477611
5min,3,10,10,0.03,0.03,3.159499999999994,89,57.30337078651685
5min,12,60,30,0.03,0.02,3.157999999999845,117,47.008547008547005
15min,6,15,30,0.02,0.01,3.1544999999999845,57,57.89473684210527
15min,3,15,50,0.03,0.02,3.1529999999999636,50,56.00000000000001
15min,9,26,10,0.02,0.02,3.1504999999999512,78,62.82051282051282
5min,12,60,30,0.02,0.01,3.1499999999999773,184,41.30434782608695
5min,3,60,50,0.05,0.01,3.145999999999944,100,25.0
15min,3,26,30,0.03,0.02,3.1449999999999534,65,52.307692307692314
15min,3,60,30,0.03,0.01,3.1389999999999816,87,37.93103448275862
15min,12,15,30,0.05,0.01,3.138500000000008,16,62.5
5min,6,26,20,0.02,0.01,3.137000000000043,175,42.285714285714285
5min,3,50,50,0.05,0.02,3.1369999999999294,79,36.708860759493675
15min,12,26,30,0.02,0.01,3.132499999999979,63,55.55555555555556
5min,3,50,50,0.03,0.03,3.131999999999948,78,57.692307692307686
5min,9,26,50,0.05,0.01,3.1294999999999935,54,31.48148148148148
1min,3,60,20,0.02,0.03,3.129499999999979,228,62.28070175438597
15min,6,60,50,0.03,0.01,3.1280000000000143,80,38.75
15min,3,60,20,0.03,0.01,3.1279999999999717,91,37.362637362637365
15min,9,50,30,0.03,0.01,3.1260000000000043,80,38.75
0.5min,3,50,10,0.05,0.03,3.1255000000000734,158,39.87341772151899
5min,9,60,10,0.02,0.02,3.124499999999955,176,55.11363636363637
5min,3,26,20,0.02,0.03,3.1234999999998934,119,65.54621848739495
5min,6,26,10,0.02,0.01,3.1230000000000757,196,41.3265306122449
15min,9,50,20,0.03,0.02,3.1224999999999454,75,50.66666666666667
15min,12,60,50,0.03,0.02,3.1199999999999477,65,52.307692307692314
5min,6,60,20,0.02,0.03,3.1174999999999216,130,64.61538461538461
5min,3,26,10,0.05,0.01,3.116999999999962,123,23.577235772357724
15min,3,26,20,0.03,0.02,3.11449999999995,70,51.42857142857142
0.5min,9,60,10,0.05,0.01,3.1130000000001274,257,20.233463035019454
5min,3,60,50,0.05,0.02,3.110999999999919,79,36.708860759493675
0.5min,3,60,30,0.05,0.02,3.1079999999999757,123,33.33333333333333
15min,12,60,50,0.03,0.01,3.106500000000011,72,40.27777777777778
15min,12,50,10,0.03,0.01,3.104499999999973,91,37.362637362637365
5min,9,26,10,0.03,0.01,3.1015000000000725,161,32.91925465838509
5min,6,50,10,0.03,0.03,3.1014999999999446,102,55.88235294117647
1min,6,50,30,0.05,0.02,3.1000000000000654,103,34.95145631067961
15min,12,60,20,0.03,0.02,3.0994999999999493,83,49.39759036144578
0.5min,9,60,10,0.02,0.03,3.0955000000002,255,61.1764705882353
15min,6,50,10,0.02,0.01,3.095499999999973,95,48.421052631578945
15min,6,60,10,0.02,0.01,3.0934999999999775,98,47.95918367346938
0.5min,3,10,20,0.02,0.02,3.0930000000000035,64,60.9375
5min,6,60,10,0.02,0.01,3.0925000000001006,208,40.86538461538461
5min,9,60,30,0.03,0.01,3.090999999999994,151,33.11258278145696
5min,3,60,30,0.05,0.02,3.0884999999999536,89,35.95505617977528
15min,3,20,10,0.03,0.01,3.0849999999999937,76,39.473684210526315
5min,9,50,10,0.03,0.01,3.08100000000006,170,32.35294117647059
5min,3,15,10,0.05,0.01,3.078499999999977,117,23.931623931623932
15min,9,20,20,0.02,0.01,3.073999999999984,70,52.85714285714286
15min,6,60,30,0.02,0.02,3.070999999999941,86,61.627906976744185
15min,3,26,10,0.03,0.01,3.069500000000005,80,38.75
5min,3,26,30,0.05,0.02,3.0675000000000097,79,36.708860759493675
5min,6,50,10,0.02,0.02,3.067499999999967,170,55.294117647058826
5min,9,26,50,0.05,0.02,3.0669999999999504,48,41.66666666666667
15min,9,20,50,0.02,0.03,3.059999999999974,41,78.04878048780488
5min,3,50,30,0.03,0.03,3.0564999999999287,86,56.97674418604651
15min,9,60,20,0.02,0.01,3.053999999999988,90,48.888888888888886
15min,6,20,50,0.02,0.02,3.0539999999999736,47,70.2127659574468
15min,3,10,50,0.03,0.02,3.0539999999999594,33,63.63636363636363
15min,3,10,50,0.02,0.03,3.051999999999964,34,82.35294117647058
5min,3,26,30,0.03,0.03,3.051999999999964,82,57.3170731707317
5min,3,50,50,0.02,0.03,3.0514999999998906,103,66.01941747572816
15min,12,26,10,0.03,0.01,3.0489999999999924,77,38.961038961038966
0.5min,6,10,10,0.02,0.02,3.044499999999985,66,60.60606060606061
0.5min,6,60,10,0.05,0.02,3.044000000000011,184,31.521739130434785
15min,12,20,10,0.02,0.01,3.043499999999966,76,51.31578947368421
15min,12,50,10,0.03,0.02,3.042499999999933,83,49.39759036144578
15min,9,50,10,0.02,0.01,3.040499999999966,93,48.38709677419355
5min,6,50,50,0.02,0.02,3.040499999999952,129,56.58914728682171
5min,6,50,20,0.02,0.01,3.0400000000000915,188,41.48936170212766
15min,12,20,10,0.03,0.01,3.038499999999985,73,39.726027397260275
15min,9,20,20,0.02,0.02,3.035499999999942,69,63.76811594202898
15min,3,50,20,0.03,0.01,3.0349999999999824,88,37.5
0.5min,9,50,10,0.02,0.03,3.0345000000000653,248,61.29032258064516
15min,12,15,30,0.05,0.02,3.034499999999994,14,71.42857142857143
15min,6,15,30,0.02,0.02,3.033499999999947,57,66.66666666666666
15min,3,10,50,0.03,0.01,3.0305000000000177,35,54.285714285714285
15min,6,26,50,0.02,0.02,3.0304999999999467,59,66.10169491525424
5min,3,10,10,0.05,0.02,3.0294999999999135,82,36.58536585365854
15min,6,60,20,0.02,0.01,3.0269999999999726,93,48.38709677419355
5min,6,20,50,0.05,0.03,3.0264999999999844,31,54.83870967741935
0.5min,6,50,30,0.02,0.03,3.02300000000011,121,63.63636363636363
15min,6,15,50,0.03,0.02,3.0229999999999677,38,60.526315789473685
5min,6,60,50,0.02,0.02,3.0219999999999345,133,56.390977443609025
15min,9,26,20,0.03,0.02,3.0214999999999463,66,51.515151515151516
15min,9,60,10,0.02,0.01,3.018999999999963,96,47.91666666666667
5min,9,20,20,0.02,0.01,3.0175000000000267,146,43.15068493150685
15min,9,26,30,0.02,0.01,3.015999999999991,68,52.94117647058824
15min,6,26,30,0.02,0.02,3.012499999999946,69,63.76811594202898
15min,6,60,30,0.02,0.01,3.011999999999972,90,48.888888888888886
5min,6,26,10,0.01,0.03,3.0109999999999815,170,78.23529411764706
15min,6,26,20,0.02,0.02,3.010999999999953,73,63.013698630136986
5min,12,50,10,0.03,0.02,3.008999999999901,125,46.400000000000006
1min,3,60,10,0.03,0.02,3.0074999999999363,255,43.13725490196079
5min,3,20,30,0.05,0.01,3.004999999999967,96,25.0
15min,6,26,30,0.02,0.01,3.001499999999993,71,52.112676056338024
15min,12,15,30,0.05,0.03,3.0009999999999906,13,76.92307692307693
15min,12,60,10,0.02,0.01,3.000999999999962,99,47.474747474747474
5min,9,60,10,0.03,0.03,3.0009999999999337,102,55.88235294117647
15min,6,20,20,0.02,0.02,2.99849999999995,69,63.76811594202898
15min,9,26,20,0.02,0.01,2.9979999999999905,74,51.35135135135135
15min,6,20,30,0.02,0.02,2.9934999999999405,63,65.07936507936508
5min,9,50,50,0.03,0.02,2.993499999999898,101,47.524752475247524
5min,12,26,30,0.02,0.02,2.987499999999912,94,59.57446808510638
1min,6,60,20,0.03,0.02,2.985500000000016,195,44.1025641025641
5min,6,26,30,0.05,0.02,2.984999999999957,73,36.986301369863014
15min,9,15,50,0.03,0.01,2.9835000000000065,20,75.0
15min,12,26,10,0.02,0.01,2.9829999999999757,80,50.0
15min,6,20,10,0.02,0.02,2.982499999999959,77,62.33766233766234
15min,12,26,50,0.03,0.02,2.979499999999973,46,56.52173913043478
5min,6,26,10,0.03,0.03,2.9774999999999494,96,56.25
1min,12,50,10,0.03,0.03,2.9740000000000038,180,52.77777777777778
5min,3,50,10,0.05,0.02,2.9729999999998995,103,34.95145631067961
15min,6,10,30,0.03,0.02,2.97199999999998,35,62.857142857142854
5min,3,15,10,0.05,0.02,2.969499999999911,93,35.483870967741936
0.5min,3,50,30,0.05,0.02,2.96399999999997,103,33.980582524271846
15min,6,10,20,0.03,0.02,2.962999999999937,46,56.52173913043478
5min,9,60,20,0.03,0.01,2.961500000000001,163,32.515337423312886
5min,3,50,30,0.02,0.03,2.955499999999887,115,65.21739130434783
15min,9,50,10,0.02,0.02,2.952999999999946,87,60.91954022988506
15min,9,20,10,0.02,0.01,2.9495000000000005,78,50.0
15min,6,60,50,0.02,0.01,2.9494999999999862,83,49.39759036144578
15min,6,26,20,0.02,0.01,2.9480000000000075,75,50.66666666666667
5min,6,20,10,0.03,0.03,2.9474999999999767,96,56.25
1min,12,60,10,0.03,0.03,2.944500000000076,179,53.072625698324025
15min,9,15,30,0.03,0.03,2.944500000000005,36,66.66666666666666
0.5min,6,60,10,0.03,0.02,2.944000000000031,248,42.74193548387097
15min,12,50,10,0.02,0.01,2.94399999999996,94,47.87234042553192
5min,6,60,30,0.03,0.03,2.9439999999999316,91,56.043956043956044
5min,9,15,10,0.03,0.02,2.942999999999927,106,47.16981132075472
5min,6,50,50,0.02,0.01,2.9425000000000523,154,42.2077922077922
15min,6,50,30,0.02,0.02,2.941999999999936,83,61.44578313253012
15min,9,60,10,0.02,0.02,2.941499999999948,91,60.43956043956044
15min,6,15,20,0.02,0.01,2.9410000000000025,66,53.03030303030303
5min,9,60,30,0.02,0.01,2.9395000000000095,183,40.98360655737705
15min,3,26,20,0.03,0.01,2.9345,78,38.46153846153847
15min,9,15,20,0.02,0.01,2.9345,54,57.407407407407405
5min,6,60,10,0.02,0.02,2.932499999999962,173,54.91329479768786
15min,6,50,20,0.02,0.02,2.9309999999999405,85,61.1764705882353
15min,6,20,10,0.02,0.01,2.9284999999999854,80,50.0
15min,6,26,50,0.02,0.01,2.92649999999999,60,55.00000000000001
5min,6,20,30,0.02,0.02,2.925499999999971,109,57.798165137614674
5min,6,20,30,0.05,0.02,2.9229999999999876,63,38.095238095238095
5min,9,60,10,0.03,0.01,2.9225000000000847,175,32.0
15min,9,20,30,0.02,0.01,2.9209999999999923,60,55.00000000000001
15min,12,26,20,0.03,0.01,2.9185000000000088,71,39.436619718309856
5min,3,20,20,0.02,0.03,2.9179999999998927,118,65.2542372881356
15min,9,50,50,0.02,0.01,2.9129999999999967,69,52.17391304347826
1min,6,50,20,0.05,0.02,2.9124999999999943,133,33.08270676691729
5min,12,15,10,0.05,0.03,2.9104999999999848,37,51.35135135135135
15min,3,50,30,0.03,0.01,2.909499999999994,86,37.2093023255814
15min,9,15,20,0.02,0.02,2.9089999999999776,54,66.66666666666666
15min,3,10,10,0.02,0.02,2.9049999999999585,71,63.38028169014085
15min,3,60,30,0.02,0.02,2.901999999999944,87,60.91954022988506
1min,12,60,30,0.03,0.03,2.9005000000000507,104,54.807692307692314
5min,9,50,20,0.03,0.01,2.899000000000001,160,32.5
15min,3,26,30,0.03,0.01,2.8970000000000056,71,39.436619718309856
15min,12,50,20,0.03,0.01,2.8944999999999936,83,37.34939759036144
15min,12,50,50,0.02,0.01,2.8944999999999936,69,52.17391304347826
15min,9,60,30,0.03,0.01,2.8939999999999912,82,37.80487804878049
0.5min,3,60,10,0.02,0.02,2.893499999999989,365,51.23287671232877
15min,12,26,50,0.03,0.01,2.89200000000001,48,45.83333333333333
15min,12,15,20,0.03,0.01,2.8910000000000053,25,64.0
15min,9,50,20,0.03,0.01,2.8899999999999864,83,37.34939759036144
5min,3,60,30,0.03,0.03,2.889499999999927,89,56.17977528089888
5min,3,50,10,0.05,0.01,2.888499999999979,126,23.015873015873016
5min,3,10,10,0.02,0.03,2.8884999999999224,118,65.2542372881356
5min,6,50,10,0.02,0.01,2.8875000000001023,205,40.487804878048784
15min,3,50,10,0.02,0.02,2.885999999999953,91,60.43956043956044
5min,3,26,50,0.03,0.03,2.8834999999999837,65,58.46153846153847
15min,9,20,10,0.02,0.02,2.8824999999999648,76,61.8421052631579
5min,12,20,20,0.02,0.02,2.882499999999922,92,59.78260869565217
15min,12,26,30,0.02,0.02,2.881999999999948,62,64.51612903225806
15min,3,60,10,0.02,0.02,2.880499999999955,95,60.0
1min,12,60,10,0.02,0.03,2.877500000000026,244,61.885245901639344
1min,3,60,20,0.03,0.02,2.8769999999999953,224,43.30357142857143
15min,12,26,10,0.03,0.02,2.873499999999936,72,50.0
15min,9,15,10,0.02,0.02,2.869999999999962,70,62.857142857142854
0.5min,12,60,10,0.03,0.03,2.8629999999999853,195,52.307692307692314
15min,6,10,10,0.02,0.02,2.862999999999957,66,63.63636363636363
15min,3,60,50,0.03,0.01,2.861499999999978,82,37.80487804878049
15min,9,50,30,0.03,0.02,2.861499999999964,72,50.0
5min,3,20,50,0.05,0.03,2.8584999999999923,43,48.837209302325576
5min,6,60,30,0.02,0.02,2.8579999999999757,152,55.26315789473685
1min,6,26,10,0.05,0.03,2.85150000000003,117,41.02564102564102
5min,9,20,50,0.05,0.01,2.8514999999999873,29,41.37931034482759
5min,6,20,10,0.02,0.02,2.8509999999999707,163,55.21472392638037
5min,6,60,50,0.02,0.01,2.8505000000000393,161,41.61490683229814
15min,6,50,30,0.02,0.01,2.8504999999999683,87,48.275862068965516
15min,9,60,50,0.03,0.01,2.8500000000000085,76,38.15789473684211
15min,12,26,20,0.02,0.01,2.8494999999999777,73,50.68493150684932
1min,9,60,20,0.05,0.03,2.8480000000000274,112,41.07142857142857
5min,9,15,30,0.05,0.03,2.8474999999999966,24,58.333333333333336
5min,6,20,10,0.02,0.01,2.84500000000007,193,40.932642487046635
15min,9,10,10,0.03,0.01,2.839000000000013,18,77.77777777777779
5min,6,15,20,0.03,0.03,2.8389999999999844,73,57.534246575342465
5min,6,15,50,0.05,0.03,2.8389999999999844,24,58.333333333333336
15min,12,20,50,0.03,0.01,2.8375000000000057,22,68.18181818181817
15min,9,50,30,0.02,0.01,2.832499999999982,82,48.78048780487805
15min,6,10,10,0.02,0.01,2.8305000000000007,67,52.23880597014925
15min,6,15,50,0.02,0.01,2.8289999999999935,41,63.41463414634146
15min,9,60,20,0.02,0.02,2.8284999999999627,86,60.46511627906976
5min,9,50,10,0.03,0.03,2.827999999999932,99,55.55555555555556
15min,9,15,30,0.02,0.01,2.825499999999991,44,61.36363636363637
15min,9,15,50,0.03,0.02,2.8209999999999837,19,78.94736842105263
5min,6,15,20,0.05,0.02,2.8169999999999646,67,37.3134328358209
15min,12,20,30,0.03,0.01,2.8160000000000167,49,44.89795918367347
15min,6,15,10,0.02,0.02,2.8154999999999717,72,62.5
1min,12,60,30,0.05,0.02,2.8130000000000592,96,34.375
15min,12,50,20,0.02,0.01,2.804499999999962,85,48.23529411764706
15min,6,50,20,0.02,0.01,2.8034999999999712,90,47.77777777777778
1min,6,60,20,0.03,0.03,2.7985000000001037,164,53.04878048780488
0.5min,6,10,10,0.03,0.02,2.7959999999999923,55,52.72727272727272
5min,3,10,30,0.05,0.03,2.7930000000000064,38,50.0
1min,3,26,20,0.05,0.03,2.7920000000000726,106,40.56603773584906
15min,6,20,20,0.02,0.01,2.7920000000000016,71,50.70422535211267
15min,6,20,50,0.02,0.01,2.7904999999999944,47,59.57446808510638
5min,12,60,10,0.03,0.02,2.790499999999895,129,45.73643410852713
1min,9,26,10,0.05,0.03,2.7875000000000085,109,41.284403669724774
15min,3,10,20,0.02,0.01,2.78749999999998,67,52.23880597014925
0.5min,6,15,20,0.03,0.02,2.782999999999987,46,54.347826086956516
5min,3,50,30,0.05,0.01,2.7794999999999987,111,23.423423423423422
15min,12,20,20,0.02,0.01,2.77349999999997,59,54.23728813559322
15min,9,26,30,0.02,0.02,2.769499999999937,67,62.68656716417911
15min,6,20,30,0.02,0.01,2.7619999999999862,65,52.307692307692314
1min,9,60,30,0.05,0.02,2.7610000000001094,102,34.31372549019608
15min,3,60,10,0.02,0.01,2.7599999999999767,102,46.07843137254902
5min,3,26,20,0.03,0.03,2.759999999999934,87,56.32183908045977
15min,6,26,10,0.02,0.01,2.758999999999986,82,48.78048780487805
5min,6,20,10,0.01,0.03,2.7560000000000002,168,77.97619047619048
5min,3,10,20,0.05,0.02,2.7539999999999765,61,37.704918032786885
5min,12,50,10,0.01,0.03,2.7534999999999883,174,77.58620689655173
1min,6,60,20,0.02,0.03,2.752000000000109,212,62.264150943396224
5min,3,26,10,0.05,0.02,2.7514999999999077,98,34.69387755102041
5min,6,26,50,0.05,0.01,2.751000000000019,71,26.76056338028169
15min,12,20,10,0.03,0.02,2.7509999999999195,68,50.0
5min,3,20,20,0.03,0.03,2.74849999999995,87,56.32183908045977
15min,3,60,20,0.02,0.02,2.7474999999999596,90,60.0
15min,9,60,30,0.02,0.01,2.7454999999999785,85,48.23529411764706
15min,9,10,10,0.03,0.02,2.742999999999995,17,82.35294117647058
15min,9,50,20,0.02,0.01,2.7414999999999736,86,47.674418604651166
1min,9,26,10,0.05,0.02,2.739000000000047,132,32.57575757575758
15min,9,50,50,0.02,0.02,2.738999999999976,67,62.68656716417911
15min,9,26,20,0.02,0.02,2.7389999999999475,73,61.64383561643836
15min,12,60,50,0.02,0.01,2.7369999999999806,74,50.0
5min,12,26,30,0.03,0.01,2.735499999999959,89,37.07865168539326
