fast,slow,confirm,band_bps,tp_pct,sl_pct,trades,freq_per_hour,total_pnl,sharpe_like,max_drawdown,score,trial
26,37,3,11.53038178697078,0.005132513909135176,0.011998122546855481,369.0,1.5380340395970824,-430.4169012619188,-20.616615998671133,431.22242308507884,-1724.15785359849,73
26,36,3,10.741504050420595,0.022517621312326448,0.008713332747379055,366.0,1.5255296978117403,-455.3191689033222,-21.917471327780113,456.2855736233887,-1736.7130984712753,176
24,35,3,11.855821147030278,0.005595493429281604,0.01090611297395436,374.0,1.5588746092393193,-414.68531746203905,-19.56066276660013,417.0759207413339,-1742.9285625880048,103
26,36,3,10.474587745210696,0.023584715598558785,0.01116499607404849,375.0,1.5630427231677666,-403.4135290862294,-14.523014717695546,427.653680979849,-1744.7781173834564,142
26,37,3,11.428073517697038,0.024325443422342153,0.010348113230030946,374.0,1.5588746092393193,-411.06748252012244,-14.59404842040096,436.68252138391654,-1748.6173665327592,198
26,37,3,11.130381148180248,0.005945786224671605,0.009440729394369969,382.0,1.5922195206668983,-379.6052203845606,-24.79587110540325,379.60522038455747,-1756.3264590211766,63
26,36,3,10.593015698012419,0.020663785456069162,0.008919195772082231,372.0,1.5505383813824245,-445.05752422372814,-21.945883020693472,445.63565734639997,-1771.1467039638464,172
25,36,3,11.572396229617128,0.007415729238617982,0.009187762493632136,377.0,1.5713789510246614,-421.68573562237117,-24.173517959517625,421.68573562235906,-1777.7038572788251,122
26,37,3,11.066878506422155,0.0077118606437014715,0.009469972215218461,387.0,1.6130600903091352,-371.334496002591,-20.97417365677331,383.22909598851766,-1791.1666419807975,62
25,34,3,9.5858877775232,0.006557647790354308,0.009805365992691857,379.0,1.5797151788815562,-446.2529374515098,-24.37352250927345,446.25293745150884,-1831.247116191304,91
25,34,3,9.765309196466623,0.005008784006217269,0.011319306123763346,371.0,1.5463702674539772,-494.98601258078907,-23.93260516779839,494.9860125807809,-1837.6128142959137,85
23,34,3,11.983196444564392,0.008264112580957715,0.012513286561241363,376.0,1.5672108370962141,-473.9499303267312,-14.149785404872786,475.9433504413955,-1847.7582582803445,108
24,34,3,11.044862840679974,0.008812525464914891,0.010631949188588353,365.0,1.5213615838832928,-539.5660700298993,-20.713985470888403,546.7167447370521,-1857.7190087120998,124
25,36,3,10.889474167903439,0.007543562327932133,0.010320889936431689,393.0,1.6380687738798194,-401.69039905571026,-19.444220955639498,415.1453348968007,-1887.3450363593133,81
25,36,3,11.042611604319543,0.02169364075449237,0.01079175541126892,390.0,1.6255644320944773,-426.0223686286468,-15.798123522306632,447.1191481211208,-1902.2906192303924,196
25,36,3,11.42559571024868,0.023047739055547644,0.009864405664286768,382.0,1.5922195206668983,-468.74750295886827,-23.644720026982416,495.1766649669771,-1903.1393487788519,162
24,35,3,11.774417397912138,0.006257479719391133,0.00993814524025392,377.0,1.5713789510246614,-505.704375645566,-25.42361206010392,505.7043756455623,-1903.8568267236803,107
26,37,3,10.963215999809549,0.02452301768636162,0.011365892257856976,393.0,1.6380687738798194,-404.02451095414114,-14.252505552464452,452.91218162541736,-1908.043400081735,164
25,36,3,10.897551372907808,0.006797594364568006,0.01025649959929735,393.0,1.6380687738798194,-430.0279596796634,-21.997702534796076,436.5855141730699,-1926.658034779317,82
26,36,3,10.208529365346228,0.02313147386676838,0.009565184524066253,386.0,1.6088919763806877,-479.4043795748092,-21.687664600222554,505.2270375541739,-1951.9706175732936,155
26,37,3,10.952558538439392,0.02284318794795125,0.00841604986753756,393.0,1.6380687738798194,-452.2013514710967,-23.47762702380706,482.8938078559895,-1972.133565861111,189
25,36,3,11.258045568466398,0.024100105571136614,0.009363707633172229,388.0,1.6172282042375825,-492.26270476280035,-28.075121491959955,492.26270476279024,-1975.6579777685565,169
26,37,3,11.003055418684639,0.023686085784395496,0.009297465863108376,391.0,1.6297325460229246,-470.2635018793767,-23.04613001442194,489.35519433666377,-1976.710804095,179
